Machine_ID,Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
M007,69.50853023,1.739826945,4.536003125,63.49185993,51,4214,51,0.45,1
M001,87.0569146,3.977681878,5.097837032,80.43845995,134,1704,66,0.62,2
M007,73.19009261,1.575502791,5.352088561,86.73698446,116,1398,87,0.47,2
M007,83.60204242,3.364529909,5.111893683,50.26344491,72,1559,65,0.52,2
M006,86.26753192,1.219874693,4.723156129,64.2759473,64,2358,76,0.46,2
M004,81.60010593,2.702020937,4.252826846,75.9001742,137,1718,53,0.55,2
M006,71.46504554,3.26266955,5.429242586,78.11025798,133,3521,86,0.52,2
M010,57.03971014,2.432085262,5.574629675,69.06503781,131,1311,74,0.43,2
M008,61.59471397,3.551095121,4.278970229,52.65637175,133,1449,63,0.47,2
M004,68.29749978,1.697797716,5.116328602,74.55508695,97,3555,82,0.44,2
M007,77.71421494,2.09244998,5.432318592,63.23038329,53,3884,70,0.47,2
M009,58.43586295,2.878666234,5.209013089,50.90990496,106,927,76,0.42,2
M010,56.69608868,2.219423322,5.287434435,72.47014605,95,2598,58,0.45,2
M009,85.87195184,2.984257567,4.6732444,72.06971345,116,1645,84,0.54,2
M005,79.91793055,1.939064786,4.368145853,65.81767214,66,1557,56,0.49,2
M007,72.66009333,2.926119526,5.627156766,54.39393013,116,1271,63,0.48,2
M002,74.0070729,2.65716235,5.622326391,96.50988428,135,1396,78,0.54,2
M002,86.50290531,4.035562378,4.994224351,63.27611695,132,695,74,0.57,2
M008,70.25825684,0.011437738,5.656451327,73.84285888,82,3848,50,0.41,2
M009,62.41268351,2.045831414,5.865425773,81.9037048,63,3476,50,0.48,2
M006,84.79410901,2.5079969,4.677244037,74.23004908,131,2000,90,0.51,2
M001,64.90841711,2.839601853,4.582524816,80.1865673,109,3571,54,0.51,2
M006,78.64273406,2.681609066,4.669984022,80.34999442,49,1974,80,0.52,2
M002,75.85353619,0.257044625,5.394335842,75.48675154,75,4869,85,0.4,1
M003,80.99994208,2.460995799,4.72249394,55.7925031,100,1589,94,0.46,2
M001,86.50296026,2.700239573,4.007201842,63.51263195,116,4147,66,0.53,1
M004,82.38080375,4.807020917,4.807315,74.95698021,88,1994,54,0.64,2
M007,68.29568433,1.845054039,4.879503403,55.2015152,74,4731,57,0.43,1
M005,69.27702947,3.304501056,5.167763113,79.45073268,80,2486,53,0.55,2
M005,72.53491307,3.102466096,5.145370548,68.42530136,98,4449,97,0.48,1
M002,67.05439473,2.134462716,4.54416177,77.76016022,133,2218,84,0.46,2
M008,85.27677675,1.379041775,6.086474875,52.42102516,69,3648,76,0.44,2
M002,68.33479519,2.385940828,5.537828734,61.11039674,126,4473,60,0.46,1
M001,79.00114475,1.479595436,3.970097506,67.04048322,53,4620,71,0.46,1
M003,76.72594104,3.498422823,5.301726513,69.95891246,128,1559,90,0.52,2
M001,79.17263448,3.255901217,4.739288978,65.14902061,89,3739,56,0.54,2
M010,66.95009339,1.735054759,4.935825662,56.72627277,55,2654,83,0.4,3
M001,81.34241143,1.835775819,4.355774907,70.48049838,127,3927,54,0.5,2
M007,84.018248,1.595085348,5.06543706,73.51766138,108,1737,94,0.47,2
M002,69.9154466,3.695220672,4.796446516,87.69777133,88,1946,79,0.55,2
